anahtar,grup,turkce,ingilizce,nerede
t1458da19,sunucu,"Saldırı püskürtüldü ama bölgen yağmalandı.","Attack repelled but your region was looted.","apps/api/src/services/march.ts:1068"
tb572b7f1,sunucu,"Savaş","Battle","apps/api/src/routes/map.ts:1373 | data/basarimlar.json:kumeler[1].ad"
t480c8d6f,sunucu,"Savaş kaybedildi","Battle lost","apps/api/src/services/lord.ts:706"
t668e46ee,sunucu,"Savunan ordusu tam biliniyor.","Defending army is fully known.","apps/api/src/routes/map.ts:1115"
t704a90ad,sunucu,"Savunanın garnizonu bilinmiyor; tahmin eksik istihbarata dayanıyor. Casus Leyla tam bilgi verir.","Defender's garrison is unknown; estimation relies on incomplete intel. Spy Leyla provides full info.","apps/api/src/routes/map.ts:1116"
t8f413a36,sunucu,"Sekizinci","Eighth","apps/api/src/services/world.ts:22"
t00661074,sunucu,"SİLİNECEK","","apps/api/src/temiz-kesme.ts:64"
t13abe10b,sunucu,"Silmek için parolanı gir.","Enter your password to delete.","apps/api/src/routes/me.ts:62"
t5aa871ff,sunucu,"Sohbette susturuldun.","You were muted in chat.","apps/api/src/services/moderasyon.ts:43"
t7b130fb7,sunucu,"Susturman kaldırıldı. İttifak sohbetine yeniden yazabilirsin.","Your mute has been lifted. You can write in the alliance chat again.","apps/api/src/routes/moderasyon.ts:373"
t9bc99ae9,sunucu,"Şikâyet","Report","apps/api/src/routes/moderasyon.ts:273"
t98be9bae,sunucu,"Şimdi taraf değiştiremezsin.","","apps/api/src/services/medeniyet.ts:408"
t5659abad,sunucu,"T{0} {1} üretildi: {2}.","T{0} {1} forged: {2}.","apps/api/src/services/queue.ts:257"
t7ebcbe7b,sunucu,"T{0} ekipman için {1}. seviye demirhane gerekiyor.","T{0} equipment requires level {1} blacksmith.","apps/api/src/routes/items.ts:96"
tab7f8132,sunucu,"T{0} ekipman için seviye {1} gerekiyor.","T{0} equipment requires level {1}.","apps/api/src/routes/items.ts:89"
tbb98e4ff,sunucu,"Taht Kalesi bırakılamaz. Elinden ancak savaşla alınır.","Throne Citadel cannot be abandoned. It can only be taken from you by battle.","apps/api/src/routes/map.ts:1309"
tae8e75b8,sunucu,"Takviye için birim seçmedin.","You didn't select units for reinforcement.","apps/api/src/routes/map.ts:728"
ta5f16350,sunucu,"Takviye yalnız ittifak üyelerine gönderilebilir.","Reinforcements can only be sent to alliance members.","apps/api/src/routes/map.ts:757"
ta6fb76b3,sunucu,"Takviyen kabul edilmedi (bölge el değiştirmiş olabilir); ordun dönüyor.","Your reinforcements were not accepted (the region may have changed hands); your army is returning.","apps/api/src/services/march.ts:571"
td1ca0ac5,sunucu,"Teklifin zaten gönderildi.","Your offer is already sent.","apps/api/src/routes/ittifak.ts:1507"
tb739c118,sunucu,"Toprağın saldırı altında","Your land is under attack","apps/api/src/services/lord.ts:705"
t20afa09d,sunucu,"Üçüncü","Third","apps/api/src/services/world.ts:17"
tfe038daa,sunucu,"Yedinci","Seventh","apps/api/src/services/world.ts:21"
t3d174998,sunucu,"Yeni diyar açılamadı.","Could not open a new realm.","apps/api/src/services/world.ts:76"
t44a98c68,sunucu,"Yeni parola en az 8 karakter olmalı.","New password must be at least 8 characters.","apps/api/src/routes/me.ts:58"
tb7d384d8,sunucu,"Yeterli kaynağın yok.","You don't have enough resources.","apps/api/src/errors.ts:14"
t8bed41df,sunucu,"Yeterli kaynağın yok. Eksik: {0}.","You don't have enough resources. Missing: {0}.","apps/api/src/services/queue.ts:73"
taa63a479,sunucu,"Yoldaki ordun varken taraf değiştiremezsin. Önce dönmesini bekle.","","apps/api/src/services/medeniyet.ts:398"
te056a93d,sunucu,"Yükseltme başarılı: +{0}","Upgrade successful: +{0}","apps/api/src/services/queue.ts:280"
t2f4007a5,sunucu,"Yükseltme başarısız (şans %{0}). Malzeme kayboldu, eşya sağlam.","Upgrade failed ({0}% chance). Materials lost, item intact.","apps/api/src/services/queue.ts:281"
tb27f6e40,sunucu,"Yürürlükte olmayan pakt feshedilemez.","A pact not in effect cannot be dissolved.","apps/api/src/routes/ittifak.ts:1613"
t4403a7f4,sunucu,"Yürüyüş","March","apps/api/src/routes/map.ts:1239"
te9b9c83f,sunucu,"yüzük","ring","apps/api/src/services/akin.ts:53"
tb57b7485,sunucu,"Zaten burada oturuyorsun.","You already reside here.","apps/api/src/routes/sehir.ts:243"
t4a4d884a,veri,"1400 ELO'ya ulaş","Reach 1400 ELO","data/basarimlar.json:kumeler[1].basarimlar[2].aciklama"
t7dd0ce63,veri,"Adı Duyulan","Renowned","data/basarimlar.json:kumeler[1].basarimlar[2].ad"
t427dce78,veri,"Adın savaş alanında anılıyor.","Your name is mentioned on the battlefield.","data/unvanlar.json:kademeler[2].aciklama"
t38a5d1ce,veri,"Akın Haftası","Raid Week","data/seferler.json:seferler[0].ad"
t3ed53de0,veri,"Al","Crimson","data/arma.json:renkler[0].ad"
tc515bf3b,veri,"Altı yuvayı da doldur","Fill all six slots","data/basarimlar.json:kumeler[3].basarimlar[1].aciklama"
t11c1e203,veri,"Ambarlar","Granaries","data/arastirma.json:dallar[0].dugumler[0].ad"
t52590637,veri,"Ambarlar, değirmenler, vergi defteri.","Granaries, mills, tax ledger.","data/arastirma.json:dallar[0].ozet"
t44b7b937,veri,"Ani Baskın","Sudden Raid","data/generals.json:generaller[2].yetenek.ad"
td2d1295b,veri,"Araştırma.","Research.","data/binalar.json:binalar[8].ozet"
t916f5c61,veri,"Ardında yürüyen bir ordu var.","There is an army marching behind you.","data/unvanlar.json:kademeler[3].aciklama"
t3b46a5e7,veri,"Asker eğitimi.","Troop training.","data/binalar.json:binalar[1].ozet"
t350cd388,veri,"Aslan","Lion","data/arma.json:semboller[4].ad"
tfbd84a6e,veri,"Aşılmaz Sur","Impassable Wall","data/generals.json:generaller[11].pasif.ad"
tf1010806,veri,"Aynı anda kaç araştırma yürütebileceğini kütüphanenin seviyesi belirler.","The level of the library determines how many researches you can conduct simultaneously.","data/binalar.json:binalar[8].aciklama"
t812305c1,veri,"Aynı anda kaç eğitim kuyruğu açabileceğini kışlanın seviyesi belirler.","The level of the barracks determines how many training queues you can open simultaneously.","data/binalar.json:binalar[1].aciklama"
t3c54d401,veri,"Aynı anda kaç generali sahaya sürebileceğini karargâhın seviyesi belirler.","The level of the headquarters determines how many generals you can field simultaneously.","data/binalar.json:binalar[7].aciklama"
t5d46321d,veri,"Aynı anda kaç müttefikine takviye tutabileceğini elçiliğin seviyesi belirler.","The level of the embassy determines how many allies you can reinforce simultaneously.","data/binalar.json:binalar[11].aciklama"
tec2102d0,veri,"Az kazan, az kaybet.","Win little, lose little.","data/taktikler.json:taktikler[5].ozet"
taeede16a,veri,"Bakır","Copper","data/arma.json:renkler[7].ad"
t95669593,veri,"Barbar Klanları","Barbarian Clans","data/akinlar.json:haritalar[2].dusman"
t5ff0d5f3,veri,"Baron","Baron","data/unvanlar.json:kademeler[4].ad"
tca71bc0c,veri,"Baş Kumandan","Commander-in-Chief","data/generals.json:generaller[10].pasif.ad"
t829538e9,veri,"Başak","Ear of Wheat","data/arma.json:semboller[9].ad"
t29db5f43,veri,"Başkent tahkimatı","Capital fortifications","data/binalar.json:binalar[6].etki_metni"
t2c42141a,veri,"Başkentin tahkimatı.","The fortifications of the capital.","data/binalar.json:binalar[6].ozet"
tc8692045,veri,"Başkentini savunanların arkasındaki duvar. Seviyesi tahkimat bonusunu büyütür.","The wall behind those defending your capital. Its level increases the fortification bonus.","data/binalar.json:binalar[6].aciklama"
t8e2b41dd,veri,"Batık gemilerin kaburgaları arasında kurulmuş kamplar. Ne alırlarsa kıyıya gömüyorlar.","Camps set up between the ribs of sunken ships. They bury whatever they take on the shore.","data/akinlar.json:haritalar[0].ozet"
t69ec2f71,veri,"Beş Bayrak","Five Flags","data/basarimlar.json:kumeler[0].basarimlar[1].ad"
t25cddd15,veri,"Beş bölgeye sahip ol","Own five regions","data/basarimlar.json:kumeler[0].basarimlar[1].aciklama"
t81dff2d7,veri,"Beş Kol","Five Columns","data/basarimlar.json:kumeler[2].basarimlar[1].ad"
td65291b4,veri,"Bir bölge ele geçir","Capture a region","data/basarimlar.json:kumeler[0].basarimlar[0].aciklama"
ta4e9e938,veri,"Bir bölgeyi seviye 3'e çıkar","Upgrade a region to level 3","data/basarimlar.json:kumeler[4].basarimlar[2].aciklama"
tfe5e0ab6,veri,"Bir bölgeyi seviye 5'e çıkar","Upgrade a region to level 5","data/basarimlar.json:kumeler[4].basarimlar[3].aciklama"
te11ca896,veri,"Bir divan toplarsın; sefer kararları artık tek başına verilmiyor. Günde bir akın hakkın daha olur.","You assemble a council; campaign decisions are no longer made alone. You get one more raid allowance per day.","data/arastirma.json:dallar[2].dugumler[4].aciklama"
te6c29eec,veri,"Bir lordu yen","Defeat a lord","data/basarimlar.json:kumeler[1].basarimlar[0].aciklama"
t2e3216bb,veri,"Bir malikâne, bir umut.","One manor, one hope.","data/unvanlar.json:kademeler[0].aciklama"
t68422e0c,veri,"Bir parça ekipman kuşan","Equip a piece of gear","data/basarimlar.json:kumeler[3].basarimlar[0].aciklama"
tceac3637,veri,"bölge","region","data/seferler.json:seferler[1].birim"
t1479de02,veri,"Bölge garnizonundaki birimler bakım erzağı harcamaz.","Units in the region garrison do not consume upkeep supplies.","data/generals.json:generaller[11].yetenek.aciklama"
t1852926f,veri,"Bölgelerinin surlarını ustalara yaptırırsın. Savunurken tahkimatın daha çok işe yarar.","You have masters build the walls of your regions. Your fortification is more useful when defending.","data/arastirma.json:dallar[2].dugumler[0].aciklama"
t98ec82a5,veri,"Bu hafta kılıçtan çok bilgi kazandırıyor. Casuslarını yolla.","This week, knowledge yields more than the sword. Send your spies.","data/seferler.json:seferler[4].aciklama"
t8f5c5d3b,veri,"Buz kırığının ötesinde göçebe klanlar. Sürüleri ve ambarları hep dolu, kimseye de vermiyorlar.","Nomadic clans beyond the ice rift. Their herds and granaries are always full, and they share with no one.","data/akinlar.json:haritalar[2].ozet"
t0efe18fc,veri,"Bütün mancınıkların en arka satırda (4) durmalı.","All your catapults must stand in the rearmost row (4).","data/taktikler.json:taktikler[4].ek_kosul.metin"
t57e1b22e,veri,"Büyük bir yenilgide tedavinin ne kadar süreceğinin tavanını hastane belirler.","The hospital determines the maximum duration of healing in a major defeat.","data/binalar.json:binalar[4].aciklama"
ta681f179,veri,"Casus Ağı","Spy Network","data/arastirma.json:dallar[2].dugumler[2].ad"
tf74e0233,veri,"Casus Leyla","Spy Leyla","data/generals.json:generaller[7].ad"
ted2f7b58,veri,"Çapraz","Diagonal","data/arma.json:desenler[3].ad"
taa9d8787,veri,"Çaylak Lord","Rookie Lord","data/unvanlar.json:kademeler[0].ad"
t399e1ffe,veri,"Çekiç","Hammer","data/arma.json:semboller[10].ad"
t827771fa,veri,"Çekiç ve Örs","Hammer and Anvil","data/generals.json:generaller[0].pasif.ad"
t9a36f26d,veri,"Dağ Eşkıyaları","Mountain Bandits","data/akinlar.json:haritalar[3].dusman"
t9d4a5333,veri,"Değirmenler","Mills","data/arastirma.json:dallar[0].dugumler[1].ad"
t7cdac98a,veri,"Demirci Yusuf","Blacksmith Yusuf","data/generals.json:generaller[0].ad"
te9368139,veri,"Demirhane sıcak. Bu hafta çelik konuşuyor.","The blacksmith is hot. This week, steel speaks.","data/seferler.json:seferler[3].aciklama"
teabbc7ac,veri,"Demirhanede zırh dövdürürsün. Ordun daha az kayıp verir.","You forge armor in the blacksmith. Your army takes fewer casualties.","data/arastirma.json:dallar[1].dugumler[1].aciklama"
tbd48b2ec,veri,"Deniz Haydutları","Sea Bandits","data/akinlar.json:haritalar[0].dusman"
tf50ebdda,veri,"Depo tabanı","Base storage","data/binalar.json:binalar[0].etki_metni"
t0791ccb1,veri,"Dere boyuna değirmen kurdurursun. Malikâne kendi başına daha çok üretir.","You build mills along the stream. The manor produces more on its own.","data/arastirma.json:dallar[0].dugumler[1].aciklama"
t4d45512b,veri,"Dikey bölünmüş","Vertically split","data/arma.json:desenler[2].ad"
t9a0a191f,veri,"Divan","Council","data/arastirma.json:dallar[2].dugumler[4].ad"
tbc16599c,veri,"Diyar huzursuz. Bu hafta kim daha çok saldırırsa adı anılır.","The realm is restless. This week, whoever attacks more will make a name for themselves.","data/seferler.json:seferler[0].aciklama"
tbbc9cf59,veri,"Diyara kendi adamlarını yayarsın. Casusluk ucuzlar, adamların daha az yakalanır.","You spread your own men across the realm. Espionage becomes cheaper, your men are caught less.","data/arastirma.json:dallar[2].dugumler[2].aciklama"
te8ab0c8c,veri,"Diyarda sözü geçenlerdensin.","You are one of those who have a say in the realm.","data/unvanlar.json:kademeler[5].aciklama"
tde2205fd,veri,"Diyardan gelen haberler burada toplanır.","News from the realm is gathered here.","data/binalar.json:binalar[9].aciklama"
t0670e087,veri,"Diyarın kalbi. Depo kapasiteni malikânenin büyüklüğü belirler.","The heart of the realm. The size of the manor determines your storage capacity.","data/binalar.json:binalar[0].aciklama"
tcd1d4189,veri,"Diyarın Kileri","The Realm's Pantry","data/basarimlar.json:kumeler[4].basarimlar[3].ad"
t738e234c,veri,"Diyarın lordları burada anılır.","The lords of the realm are mentioned here.","data/binalar.json:binalar[12].aciklama"
t312922af,veri,"Diyarın Onda Biri","One-Tenth of the Realm","data/basarimlar.json:kumeler[0].basarimlar[2].ad"
tc5e334c9,veri,"Dörtlü","Fourfold","data/arma.json:desenler[5].ad"
t01af8583,veri,"Dörtnala","Gallop","data/generals.json:generaller[2].pasif.ad"
t588ab162,veri,"Dük","Duke","data/unvanlar.json:kademeler[6].ad"
t498a99c5,veri,"Düz","Plain","data/arma.json:desenler[0].ad"
t26693e15,veri,"Düzenli Defter","Organized Ledger","data/generals.json:generaller[5].pasif.ad"
t803703f7,veri,"Efsane Sahibi","Legend Owner","data/basarimlar.json:kumeler[3].basarimlar[2].ad"
t2375eb4f,veri,"Ekipman döver.","Forges equipment.","data/binalar.json:binalar[3].ozet"
tf17f5ee4,veri,"Elçilik","Embassy","data/binalar.json:binalar[11].ad"
t5ad68b75,veri,"En az bir mancınığın olmalı.","You must have at least one catapult.","data/taktikler.json:taktikler[4].kosul.metin"
t0854155b,veri,"En uzun tedavi","Longest treatment","data/binalar.json:binalar[4].etki_metni"
t6608b88f,veri,"En yüksek ekipman kademesi","Highest equipment tier","data/binalar.json:binalar[3].etki_metni"
te2de5f8b,veri,"Erguvan","Purple","data/arma.json:renkler[3].ad"
t18d93379,veri,"Erzakçı Meryem","Quartermaster Meryem","data/generals.json:generaller[3].ad"
t22ed5719,veri,"Eş zamanlı araştırma","Simultaneous research","data/binalar.json:binalar[8].etki_metni"
t5363c0b8,veri,"Eş zamanlı eğitim","Simultaneous training","data/binalar.json:binalar[1].etki_metni"
t89aa0fd5,veri,"Fetih Haftası","Conquest Week","data/seferler.json:seferler[1].ad"
t3c884c53,veri,"Gedik Açma","Breaching","data/generals.json:generaller[6].yetenek.ad"
ta99d0254,veri,"General slotlarını doldur","Fill general slots","data/basarimlar.json:kumeler[2].basarimlar[2].aciklama"
t8b4e4860,veri,"General slotu","General slot","data/binalar.json:binalar[7].etki_metni"
tf6c434c8,veri,"Generaller.","Generals.","data/binalar.json:binalar[7].ozet"
t682d8ca4,veri,"Geniş Sancak","Broad Banner","data/generals.json:generaller[10].yetenek.ad"
t73b9d755,veri,"Gezici usta takımları kurarsın. Bölge geliştirmek hızlanır.","You set up wandering teams of masters. Region development accelerates.","data/arastirma.json:dallar[2].dugumler[3].aciklama"
tba7a6601,veri,"Gök","Sky","data/arma.json:renkler[1].ad"
t16f452a3,veri,"Gölge Yolu","Shadow Path","data/generals.json:generaller[7].pasif.ad"
t2dff9053,veri,"Gölgeler Haftası","Week of Shadows","data/seferler.json:seferler[4].ad"
t9f93d366,veri,"Gül","Rose","data/arma.json:semboller[11].ad"
t3f00c4a3,veri,"Günde bir kez bölge gelirinin 2 saatlik kısmını anında toplar.","Instantly collects 2 hours worth of region income once a day.","data/generals.json:generaller[5].yetenek.aciklama"
t6c6b8fdc,veri,"Günlük görevler.","Daily quests.","data/binalar.json:binalar[2].ozet"
tceff30d6,veri,"Günlük sevkiyat tavanı","Daily shipment cap","data/binalar.json:binalar[10].etki_metni"
te9685b81,veri,"Günlük takas hacmini pazarın büyüklüğü belirler.","The market size determines the daily trade volume.","data/binalar.json:binalar[5].aciklama"
t3ed8ff6c,veri,"Günlük takas tavanı","Daily trade cap","data/binalar.json:binalar[5].etki_metni"
t2762a026,veri,"Haberci Kulesi","Messenger Tower","data/binalar.json:binalar[9].ad"
te132e6ec,veri,"Hangi yoldan ne taşınacağını bilirsin. Akından daha dolu dönersin.","You know what to carry on which route. You return from a raid fuller.","data/arastirma.json:dallar[2].dugumler[1].aciklama"
t999fe415,veri,"Hat sıkı tutulur, kimse öne atılmaz. Hiçbir koşulu yok — ordun ne olursa olsun seçebilirsin. Kazanmak yerine orduyu korumak istediğinde doğru seçim.","The line is held tight, nobody rushes forward. No conditions — you can choose it regardless of your army. The right choice when you want to protect your army instead of winning.","data/taktikler.json:taktikler[5].aciklama"
t901461b6,veri,"Hazine ve gelir.","Treasury and income.","data/binalar.json:binalar[0].ozet"
t5af09c09,veri,"Her birim tipinden asker bulundur","Have soldiers of every unit type","data/basarimlar.json:kumeler[2].basarimlar[1].aciklama"
tfa4a7dd5,veri,"Her köyün ne verdiğini yazdırırsın. Kaçak azalır, hazine dolar.","You have what every village gives recorded. Smuggling decreases, the treasury fills.","data/arastirma.json:dallar[0].dugumler[4].aciklama"
t7d236604,veri,"Hilâl","Crescent","data/arma.json:semboller[6].ad"
t3422b2b1,veri,"Hilal Düzeni","Crescent Formation","data/taktikler.json:taktikler[0].ad"
